2000	314.8902213
2001	314.9350433
2002	314.9812165
2003	315.0285556
2004	315.0766161
2005	315.1248124
2006	315.1725269
2007	315.219147
2008	315.2641751
2009	315.3073818
2010	315.3486892
2011	315.388104
2012	315.4256622
2013	315.4612737
2014	315.4947182
2015	315.5256762
2016	315.5538515
2017	315.5790925
2018	315.6014622
2019	315.621065
2020	315.638055
2021	315.6526198
2022	315.6647869
2023	315.6743269
2024	315.6808667
2025	315.6839562
2026	315.6830846
2027	315.6778255
2028	315.6678951
2029	315.6531614
2030	315.6337283
2031	315.6101155
2032	315.5832799
2033	315.5545408
2034	315.5254513
2035	315.4977334
2036	315.4732133
2037	315.4536008
2038	315.4403518
2039	315.4345563
2040	315.4367359
2041	315.4466146
2042	315.4630065
2043	315.4838084
2044	315.5060939
2045	315.5263852
2046	315.5411135
2047	315.5470211
2048	315.541587
2049	315.5235065
2050	315.4930643
2051	315.4520525
2052	315.4034682
2053	315.3510879
2054	315.2988795
2055	315.2504988
2056	315.2089882
2057	315.1765312
2058	315.1544347
2059	315.1432377
2060	315.1427982
2061	315.1527255
2062	315.172561
2063	315.2016942
2064	315.2394764
2065	315.2852923
2066	315.3384468
2067	315.3980631
2068	315.4631304
2069	315.5324528
2070	315.6045777
2071	315.6777569
2072	315.7500222
2073	315.8193378
2074	315.8837481
2075	315.9413891
2076	315.9905635
2077	316.030014
2078	316.0590524
2079	316.0776148
2080	316.0864114
2081	316.0869692
2082	316.0815106
2083	316.0726429
2084	316.0629806
2085	316.0548579
2086	316.0501414
2087	316.0500808
2088	316.0552776
2089	316.0657577
2090	316.0811601
2091	316.1009281
2092	316.12452
2093	316.1515391
2094	316.1817041
2095	316.2148979
2096	316.2510354
2097	316.2897948
2098	316.3305789
2099	316.3725442
2100	316.4147554
2101	316.4562884
2102	316.4963609
2103	316.5344702
2104	316.5703625
2105	316.6038137
2106	316.6346239
2107	316.6626545
2108	316.6876977
2109	316.7094271
2110	316.727344
2111	316.7409021
2112	316.7496608
2113	316.7535009
2114	316.7527877
2115	316.7484348
2116	316.7418882
2117	316.7350412
2118	316.7298389
2119	316.7279751
2120	316.7307733
2121	316.7390652
2122	316.7530876
2123	316.7723921
2124	316.7960567
2125	316.8227876
2126	316.8511098
2127	316.879542
2128	316.9066182
2129	316.9311521
2130	316.9523818
2131	316.9699844
2132	316.984029
2133	316.9948617
2134	317.0030274
2135	317.0089273
2136	317.0126712
2137	317.0140567
2138	317.0126645
2139	317.0081392
2140	317.0004276
2141	316.9899396
2142	316.9776922
2143	316.9652579
2144	316.9543995
2145	316.9468866
2146	316.9441952
2147	316.9471575
2148	316.9560007
2149	316.9704233
2150	316.9895141
2151	317.0119783
2152	317.0363453
2153	317.0611024
2154	317.084956
2155	317.1071031
2156	317.1274009
2157	317.1462675
2158	317.1645323
2159	317.1832504
2160	317.2033671
2161	317.2255523
2162	317.2500648
2163	317.2766431
2164	317.3046531
2165	317.3332497
2166	317.3614313
2167	317.3881544
2168	317.4124006
2169	317.4332265
2170	317.4498555
2171	317.4617352
2172	317.4685002
2173	317.470039
2174	317.4666109
2175	317.4587661
2176	317.4472174
2177	317.4327253
2178	317.4159539
2179	317.3973878
2180	317.3774361
2181	317.3565402
2182	317.3351731
2183	317.3140448
2184	317.2941486
2185	317.2767097
2186	317.2630161
2187	317.2540875
2188	317.250474
2189	317.2520663
2190	317.2580813
2191	317.2671523
2192	317.277554
2193	317.2876047
2194	317.2958466
2195	317.3011634
2196	317.3027865
2197	317.3003856
2198	317.2940129
2199	317.2838884
2200	317.2702448
2201	317.2531935
2202	317.2327755
2203	317.2088783
2204	317.1813879
2205	317.1504477
2206	317.1164839
2207	317.0801764
2208	317.0423622
2209	317.0038719
2210	316.9653735
2211	316.9272536
2212	316.8896688
2213	316.8526291
2214	316.8161128
2215	316.7804001
2216	316.746279
2217	316.7151347
2218	316.6889104
2219	316.6697952
2220	316.6599717
2221	316.6611926
2222	316.6743958
2223	316.69954
2224	316.7355772
2225	316.7806893
2226	316.8325052
2227	316.8883681
2228	316.945546
2229	317.0012399
2230	317.0527141
2231	317.0976717
2232	317.1343554
2233	317.1615718
2234	317.1787108
2235	317.1858416
2236	317.1838109
2237	317.1741128
2238	317.1588935
2239	317.140694
2240	317.1221691
2241	317.1059378
2242	317.0941525
2243	317.0881169
2244	317.0882034
2245	317.0938799
2246	317.1037534
2247	317.1157993
2248	317.1278296
2249	317.1379674
2250	317.144891
2251	317.148148
2252	317.1481892
2253	317.146169
2254	317.1438698
2255	317.1433803
2256	317.1467312
2257	317.1554978
2258	317.1703558
2259	317.1908692
2260	317.2154354
2261	317.2415995
2262	317.2665172
2263	317.2874287
2264	317.3022562
2265	317.310103
2266	317.3113577
2267	317.3076805
2268	317.3016651
2269	317.2963461
2270	317.2948845
2271	317.2999786
2272	317.3134621
2273	317.3362615
2274	317.3681685
2275	317.4078951
2276	317.4534022
2277	317.5021365
2278	317.5515416
2279	317.5994915
2280	317.6445879
